image_file,rectum (直肠),Sigmoid colon and descending colon (乙状结肠和降结肠),ileocecal valve (回盲瓣),Fecal frame (粪便帧),ileocecal orifice (回盲口),Rectal inversion(直肠反转),ascending colon (升结肠),transverse colon (横结肠)
1687147372.3042185.jpg,0,0,0,1,0,0,0,0
1682060187.6401408.jpg,0,1,0,0,0,0,0,0
1682498260.7444754.jpg,1,0,0,0,0,0,0,0
1687314189.9521966.jpg,0,0,0,0,0,0,1,0
1682577086.2904031.jpg,0,0,0,0,0,0,0,1
1687313645.9549637.jpg,0,0,1,0,1,0,0,0
1687314502.8505394.jpg,0,1,0,0,0,0,0,0
1687314289.7941742.jpg,0,0,0,0,0,0,1,0
1682060190.7070677.jpg,0,0,0,1,0,0,0,0
1687312627.0308065.jpg,0,0,1,0,0,0,0,0
1682039211.520211.jpg,0,0,0,1,0,0,0,0
1687312169.3246012.jpg,0,0,0,0,0,0,0,1
1687314389.5514107.jpg,0,1,0,0,0,0,0,0
1687314206.8683422.jpg,0,0,0,0,0,0,1,0
1687316721.8550355.jpg,0,0,0,0,0,1,0,0
1687314376.3992405.jpg,0,1,0,0,0,0,0,0
1687327075.7009888.jpg,0,0,0,0,0,1,0,0
1687313670.841585.jpg,0,0,0,0,1,0,0,0
1687314610.9166393.jpg,1,0,0,0,0,0,0,0
1687313288.8811007.jpg,0,0,0,0,1,0,0,0
1682577107.379063.jpg,1,0,0,0,0,0,0,0
1687315976.86595.jpg,0,0,0,0,0,1,0,0
1682060163.832718.jpg,0,0,0,1,0,0,0,0
1687316378.9888072.jpg,0,0,0,0,0,1,0,0
1687313288.1770506.jpg,0,0,0,0,1,0,0,0
1687314587.7563608.jpg,1,0,0,0,0,0,0,0
1682476307.6592991.jpg,1,0,0,0,0,0,0,0
1687312049.5171893.jpg,0,0,0,0,0,0,0,1
1682488593.7286606.jpg,0,0,0,0,0,0,0,1
1682061572.680672.jpg,0,0,0,0,0,0,1,0
1687312684.9232779.jpg,0,0,1,0,0,0,0,0
1687312559.121264.jpg,0,0,1,0,0,0,0,0
1687312098.367465.jpg,0,0,0,0,0,0,0,1
1687314669.976668.jpg,1,0,0,0,0,0,0,0
1687315960.2199097.jpg,0,0,0,0,0,1,0,0
1687312115.7383542.jpg,0,0,0,0,0,0,0,1
1687314198.655899.jpg,0,0,0,0,0,0,1,0
1687314256.0968833.jpg,0,0,0,0,0,0,1,0
1687313416.6406364.jpg,0,0,0,0,1,0,0,0
1687312681.5221977.jpg,0,0,1,0,0,0,0,0
1687316732.424617.jpg,0,0,0,0,0,1,0,0
1687312058.6749678.jpg,0,0,0,0,0,0,0,1
1682060039.3516665.jpg,0,1,0,0,0,0,0,0
1687314149.2520077.jpg,0,0,0,0,0,0,1,0
1687312116.92454.jpg,0,0,0,0,0,0,0,1
1682060005.562159.jpg,0,0,1,1,0,0,0,0
1687313385.624266.jpg,0,0,0,0,1,0,0,0
1687312558.7066295.jpg,0,0,1,0,0,0,0,0
1687314676.3746395.jpg,1,0,0,0,0,0,0,0
1687312175.3009777.jpg,0,0,0,0,0,0,0,1
1687314741.1024349.jpg,1,0,0,0,0,0,0,0
1687314142.7397294.jpg,0,0,0,0,0,0,1,0
1687314699.5683043.jpg,1,0,0,0,0,0,0,0
1682042813.369048.jpg,1,0,0,0,0,0,0,0
1682061593.9994416.jpg,1,0,0,0,0,0,0,0
1687312158.2930968.jpg,0,0,0,0,0,0,0,1
1682060166.0683408.jpg,0,0,0,0,0,0,1,0
1682060185.976285.jpg,0,0,0,1,0,0,0,0
1687314740.4916587.jpg,1,0,0,0,0,0,0,0
1682577198.1159115.jpg,0,1,0,0,0,0,0,0
1687314633.876481.jpg,1,0,0,0,0,0,0,0
1687314614.913005.jpg,1,0,0,0,0,0,0,0
1687314416.5662103.jpg,0,1,0,0,0,0,0,0
1687314448.402062.jpg,0,1,0,0,0,0,0,0
1687312528.9659216.jpg,0,0,1,0,0,0,0,0
1682497920.1178637.jpg,1,0,0,0,0,0,0,0
1682577032.1557758.jpg,1,0,0,0,0,0,0,0
1687314712.1456006.jpg,1,0,0,0,0,0,0,0
1682232989.3267162.jpg,1,0,0,0,0,0,0,0
1687312623.5129938.jpg,0,0,1,0,0,0,0,0
1687147340.8283024.jpg,1,0,0,1,0,0,0,0
1687314633.463889.jpg,1,0,0,0,0,0,0,0
1687312184.779756.jpg,0,0,0,0,0,0,0,1
1687313621.1387467.jpg,0,0,0,0,1,0,0,0
1687314593.2128673.jpg,1,0,0,0,0,0,0,0
1687314576.2060175.jpg,1,0,0,0,0,0,0,0
1687312710.5156732.jpg,0,0,1,0,0,0,0,0
1687314498.9075165.jpg,0,1,0,0,0,0,0,0
1682497625.803068.jpg,1,0,0,0,0,0,0,0
1687312548.0989933.jpg,0,0,1,0,0,0,0,0
1687314596.1644742.jpg,1,0,0,0,0,0,0,0
1682577161.6708722.jpg,0,1,0,0,0,0,0,0
1687312570.318739.jpg,0,0,1,0,0,0,0,0
1687327089.4570367.jpg,0,0,0,0,0,1,0,0
1687312717.7493618.jpg,0,0,1,0,0,0,0,0
1687312190.992367.jpg,0,0,0,0,0,0,0,1
1682060609.105745.jpg,0,0,0,1,0,0,0,0
1687314148.249865.jpg,0,0,0,0,0,0,1,0
1687312025.9294226.jpg,0,0,0,0,0,0,0,1
1687314232.8350236.jpg,0,0,0,0,0,0,1,0
1687312664.7129362.jpg,0,0,1,0,1,0,0,0
1687314604.1152933.jpg,1,0,0,0,0,0,0,0
1687312587.029416.jpg,0,0,1,0,1,0,0,0
1687314307.613235.jpg,0,0,0,0,0,0,1,0
1687314393.7468677.jpg,0,1,0,0,0,0,0,0
1687314702.3955455.jpg,1,0,0,0,0,0,0,0
1687147414.3749082.jpg,0,0,0,1,0,0,0,0
1687312019.8588111.jpg,0,0,0,0,0,0,0,1
1687312120.5472786.jpg,0,0,0,0,0,0,0,1
1687312629.4917886.jpg,0,0,1,0,0,0,0,0
1687314182.822692.jpg,0,0,0,0,0,0,1,0
1687315976.161205.jpg,0,0,0,0,0,1,0,0
1687312033.615883.jpg,0,0,0,0,0,0,0,1
1682060198.2981422.jpg,0,1,0,1,0,0,0,0
1687313285.0845196.jpg,0,0,0,0,1,0,0,0
1687314500.068017.jpg,0,1,0,0,0,0,0,0
1687147427.3068693.jpg,0,0,0,1,0,0,0,0
1687312706.7518795.jpg,0,0,1,0,0,0,0,0
1687314689.3196828.jpg,1,0,0,0,0,0,0,0
1682575766.875181.jpg,0,0,1,1,1,0,0,0
1687147339.9709659.jpg,0,0,1,1,0,0,0,0
1687312699.3039608.jpg,0,0,1,0,0,0,0,0
1687313373.5929863.jpg,0,0,0,0,1,0,0,0
1682575789.8059645.jpg,0,1,0,1,0,0,0,0
1682577116.3921373.jpg,0,1,0,0,0,0,0,0
1682042714.3281586.jpg,0,0,0,0,0,0,1,0
1681979990.897743.jpg,0,0,1,1,0,0,0,0
1687327094.6657326.jpg,0,0,0,0,0,1,0,0
1687314187.292939.jpg,0,0,0,0,0,0,1,0
1687314233.4371164.jpg,0,0,0,0,0,0,1,0
1687147413.4364212.jpg,0,0,0,1,0,0,0,0
1687312588.4239638.jpg,0,0,1,0,0,0,0,0
1687147417.56003.jpg,0,0,0,1,0,0,0,0
1687314234.4352205.jpg,0,0,0,0,0,0,1,0
1687314157.7304857.jpg,0,0,0,0,0,0,1,0
1687314166.1990137.jpg,0,0,0,0,0,0,1,0
1687314218.282738.jpg,0,0,0,0,0,0,1,0
1682060172.2656415.jpg,0,0,0,1,0,0,0,0
1687312153.191772.jpg,0,0,0,0,0,0,0,1
1687314243.8975685.jpg,0,0,0,0,0,0,1,0
1682060062.4879925.jpg,0,1,0,0,0,0,0,0
1687147350.0863905.jpg,0,0,0,1,0,0,0,0
1687314405.6466186.jpg,0,1,0,0,0,0,0,0
1687313397.8761246.jpg,0,0,0,0,1,0,0,0
1687314585.7768137.jpg,1,0,0,0,0,0,0,0
1687314273.0037503.jpg,0,0,0,0,0,0,1,0
1687312545.1486714.jpg,0,0,1,0,0,0,0,0
1682577029.194366.jpg,0,1,0,0,0,0,0,0
1682061570.7772148.jpg,0,0,0,0,0,0,1,0
1687312636.9361606.jpg,0,0,1,0,0,0,0,0
1687147445.6182635.jpg,0,0,0,1,0,0,0,0
1682497691.5377252.jpg,1,0,0,0,0,0,0,0
1687313412.970203.jpg,0,0,0,0,1,0,0,0
1682059990.7107859.jpg,0,0,0,1,0,0,0,0
1682065133.211781.jpg,1,0,0,0,0,0,0,0
1687147375.5889409.jpg,0,0,0,1,0,0,0,0
1682061803.484416.jpg,0,0,0,0,0,0,0,1
1687314367.6972394.jpg,0,1,0,0,0,0,0,0
1687147395.8434775.jpg,0,0,0,1,0,0,0,0
1682575795.860983.jpg,1,0,0,1,0,0,0,0
1687313377.357774.jpg,0,0,0,0,1,0,0,0
1687314649.1755152.jpg,1,0,0,0,0,0,0,0
1682575828.9780343.jpg,0,0,0,0,0,1,0,0
1687314572.0224774.jpg,1,0,0,0,0,0,0,0
1687314251.3076901.jpg,0,0,0,0,0,0,1,0
1687327078.0067017.jpg,0,0,0,0,0,1,0,0
1687316716.9265058.jpg,0,0,0,0,0,1,0,0
1687314245.8967452.jpg,0,0,0,0,0,0,1,0
1687316714.8500915.jpg,0,0,0,0,0,1,0,0
1682061578.139227.jpg,0,0,0,0,0,0,0,1
1687314438.1251564.jpg,0,1,0,0,0,0,0,0
1687314396.3496768.jpg,0,1,0,0,0,0,0,0
1687314266.0421221.jpg,0,0,0,0,0,0,1,0
1682060072.4317257.jpg,0,1,0,0,0,0,0,0
1687147438.6156578.jpg,0,0,0,1,0,0,0,0
1687316727.7303271.jpg,0,0,0,0,0,1,0,0
1682061589.5638902.jpg,0,1,0,0,0,0,0,0
1687314397.9358115.jpg,0,1,0,0,0,0,0,0
1687147396.5900908.jpg,0,0,0,1,0,0,0,0
1682674600.8761578.jpg,0,1,0,0,0,0,0,0
1682577095.0323153.jpg,0,0,0,0,0,0,0,1
1687312086.7125654.jpg,0,0,0,0,0,0,0,1
1682060030.9790537.jpg,0,0,0,0,0,0,1,0
1687314280.8819973.jpg,0,0,0,0,0,0,1,0
1687314150.2499917.jpg,0,0,0,0,0,0,1,0
1687312717.2107024.jpg,0,0,1,0,0,0,0,0
1687314298.8064156.jpg,0,0,0,0,0,0,1,0
1687313424.2287154.jpg,0,0,0,0,1,0,0,0
1687314159.7253325.jpg,0,0,0,0,0,0,1,0
1682674745.4281604.jpg,0,1,0,0,0,0,0,0
1682232377.8707085.jpg,0,0,1,0,1,0,0,0
1682066169.2817135.jpg,0,0,0,0,0,0,0,1
1682234364.030606.jpg,0,0,0,0,0,0,0,1
1687314415.2571712.jpg,0,1,0,0,0,0,0,0
1687312193.985062.jpg,0,0,0,0,0,0,0,1
1687312627.4486063.jpg,0,0,1,0,0,0,0,0
1687312120.9330142.jpg,0,0,0,0,0,0,0,1
1687312679.2401175.jpg,0,0,1,0,0,0,0,0
1687314417.923164.jpg,0,1,0,0,0,0,0,0
1682577106.6490624.jpg,0,1,0,0,0,0,0,0
1687312632.6773477.jpg,0,0,1,0,0,0,0,0
1687314208.6903617.jpg,0,0,0,0,0,0,1,0
1687313323.4133422.jpg,0,0,1,0,1,0,0,0
1687314692.748885.jpg,1,0,0,0,0,0,0,0
1687312096.9500399.jpg,0,0,0,0,0,0,0,1
1687313361.6090608.jpg,0,0,0,0,1,0,0,0
1687312043.4710684.jpg,0,0,0,0,0,0,0,1
1687314231.245781.jpg,0,0,0,0,0,0,1,0
1687312553.0703478.jpg,0,0,1,0,0,0,0,0
1682060009.4832795.jpg,0,1,0,0,0,0,0,0
1687314599.9582994.jpg,1,0,0,0,0,0,0,0
1687315991.2253208.jpg,0,0,0,0,0,1,0,0
1687312623.301478.jpg,0,0,1,0,0,0,0,0
1687312686.7376773.jpg,0,0,1,0,0,0,0,0
1682577110.242176.jpg,1,0,0,0,0,0,0,0
1687327088.02582.jpg,0,0,0,0,0,1,0,0
1687312049.1773288.jpg,0,0,0,0,0,0,0,1
1687312101.5863934.jpg,0,0,0,0,0,0,0,1
1687314717.7094293.jpg,1,0,0,0,0,0,0,0
1687314305.1786048.jpg,0,0,0,0,0,0,1,0
1682498167.1416516.jpg,0,0,0,0,0,0,0,1
1687314605.5630605.jpg,1,0,0,0,0,0,0,0
1687312054.958987.jpg,0,0,0,0,0,0,0,1
1687313630.0199952.jpg,0,0,1,0,1,0,0,0
1687314483.4216309.jpg,0,1,0,0,0,0,0,0
1687314627.210901.jpg,1,0,0,0,0,0,0,0
1687314384.3706722.jpg,0,1,0,0,0,0,0,0
1681980209.0386658.jpg,1,0,0,0,0,0,0,0
1687312713.6120636.jpg,0,0,1,0,0,0,0,0
1687312565.8113482.jpg,0,0,1,0,0,0,0,0
1682674782.5416644.jpg,0,1,0,0,0,0,0,0
1687316708.006043.jpg,0,0,0,0,0,1,0,0
1687314197.7009344.jpg,0,0,0,0,0,0,1,0
1682575767.204198.jpg,0,0,1,1,0,0,0,0
1687312594.6021738.jpg,0,0,1,0,0,0,0,0
1681981106.2577894.jpg,0,0,0,0,0,0,0,1
1682232736.8554997.jpg,0,0,0,0,0,0,1,0
1682065108.8187282.jpg,1,0,0,0,0,0,0,0
1687316368.4018753.jpg,0,0,0,0,0,1,0,0
1687147410.1735945.jpg,0,0,0,1,0,0,0,0
1687313365.474269.jpg,0,0,1,0,1,0,0,0
1687314638.8383048.jpg,1,0,0,0,0,0,0,0
1687147356.7448847.jpg,0,0,0,1,0,0,0,0
1687315981.698058.jpg,0,0,0,0,0,1,0,0
1687314729.8989935.jpg,1,0,0,0,0,0,0,0
1682065119.5802271.jpg,1,0,0,0,0,0,0,0
1682039473.4850419.jpg,0,0,0,1,0,0,0,0
1682040436.8982868.jpg,0,0,0,0,0,0,1,0
1687147409.439926.jpg,0,0,0,1,0,0,1,0
1687312163.080169.jpg,0,0,0,0,0,0,0,1
1682577062.0564332.jpg,0,0,0,0,0,0,1,0
1687314227.6299326.jpg,0,0,0,0,0,0,1,0
1682234285.1841063.jpg,0,0,0,0,0,0,1,0
1682061829.1326458.jpg,1,0,0,0,0,0,0,0
1687313315.7555804.jpg,0,0,1,0,1,0,0,0
1687316406.4349806.jpg,0,0,0,0,0,1,0,0
1687312636.3995564.jpg,0,0,1,0,1,0,0,0
1687314408.0361469.jpg,0,1,0,0,0,0,0,0
1687314712.5355427.jpg,1,0,0,0,0,0,0,0
1687312175.0933733.jpg,0,0,0,0,0,0,0,1
1687314445.3722506.jpg,0,1,0,0,0,0,0,0
1687314308.480596.jpg,0,0,0,0,0,0,1,0
1687313417.5747669.jpg,0,0,0,0,1,0,0,0
1687313399.7513187.jpg,0,0,0,0,1,0,0,0
1682061571.402825.jpg,0,0,0,0,0,0,1,0
1687314390.1630085.jpg,0,1,0,0,0,0,0,0
1687314182.0658672.jpg,0,0,0,0,0,0,1,0
1687312030.2660346.jpg,0,0,0,0,0,0,0,1
1687314377.600378.jpg,0,1,0,0,0,0,0,0
1682577079.580685.jpg,0,0,1,0,1,0,0,0
1682577090.6107073.jpg,0,0,0,0,0,0,0,1
1682577073.2938404.jpg,0,0,0,0,1,0,0,0
1687314724.85786.jpg,1,0,0,0,0,0,0,0
1687147354.622985.jpg,0,0,0,1,0,0,0,0
1687314298.2751331.jpg,0,0,0,0,0,0,1,0
1687313618.064719.jpg,0,0,0,0,1,0,0,0
1682497580.3047204.jpg,0,1,0,0,0,0,0,0
1687312042.7224035.jpg,0,0,0,0,0,0,1,1
1682577105.7761092.jpg,0,1,0,1,0,0,0,0
1687314208.8978362.jpg,0,0,0,0,0,0,1,0
1687147448.2133727.jpg,0,0,0,1,0,0,0,0
1682061574.3196568.jpg,0,0,0,0,0,0,1,0
1687313639.1817093.jpg,0,0,0,0,1,0,0,0
1687314392.952047.jpg,0,1,0,0,0,0,0,0
1687147349.315515.jpg,0,0,0,1,0,0,0,0
1687312027.4875674.jpg,0,0,0,0,0,0,0,1
1687312683.4297936.jpg,0,0,1,0,0,0,0,0
1687314258.4796674.jpg,0,0,0,0,0,0,1,0
1682497505.0920548.jpg,0,0,1,0,1,0,0,0
1687312043.268723.jpg,0,0,0,0,0,0,0,1
1687313622.2837098.jpg,0,0,0,0,1,0,0,0
1682498215.8534715.jpg,0,1,0,0,0,0,0,0
1687312031.050842.jpg,0,0,0,0,0,0,0,1
1687312156.4020026.jpg,0,0,0,0,0,0,0,1
1687314445.5786643.jpg,0,1,0,0,0,0,0,0
1687312161.3473294.jpg,0,0,0,0,0,0,0,1
1687316695.4144833.jpg,0,0,0,0,0,1,0,0
1682575730.382203.jpg,0,0,0,0,0,0,0,1
1687314264.0545409.jpg,0,0,0,0,0,0,1,0
1687314226.625674.jpg,0,0,0,0,0,0,1,0
1687314625.9648645.jpg,1,0,0,0,0,0,0,0
1682577106.1955667.jpg,0,1,0,0,0,0,0,0
1682577029.295365.jpg,0,1,0,0,0,0,0,0
1687312177.112972.jpg,0,0,0,0,0,0,0,1
1687147403.2497559.jpg,0,0,0,1,0,0,0,0
1687314585.9783208.jpg,1,0,0,0,0,0,0,0
1687314607.7543147.jpg,1,0,0,0,0,0,0,0
1681981056.659706.jpg,1,0,0,0,0,0,0,0
1687316400.8503685.jpg,0,0,0,0,0,1,0,0
1682674736.3231518.jpg,0,1,0,0,0,0,0,0
1687312603.228464.jpg,0,0,1,0,0,0,0,0
1682232995.5203295.jpg,1,0,0,0,0,0,0,0
1682039418.7632.jpg,0,0,0,0,0,0,0,1
1687314584.9699888.jpg,1,0,0,0,0,0,0,0
1687314606.7535183.jpg,1,0,0,0,0,0,0,0
1687313396.83547.jpg,0,0,0,0,1,0,0,0
1682060030.8360531.jpg,0,0,0,0,0,0,1,0
1687312707.2903283.jpg,0,0,1,0,0,0,0,0
1687314628.6006346.jpg,1,0,0,0,0,0,0,0
1687312664.920297.jpg,0,0,1,0,1,0,0,0
1687312693.6768181.jpg,0,0,1,0,0,0,0,0
1687314148.4572.jpg,0,0,0,0,0,0,1,0
1687313410.0339835.jpg,0,0,0,0,1,0,0,0
1682060051.193957.jpg,0,1,0,0,0,0,0,0
1687316723.9953837.jpg,0,0,0,0,0,1,0,0
1687312136.762084.jpg,0,0,0,0,0,0,0,1
1687316396.0697381.jpg,0,0,0,0,0,1,0,0
1682060710.6141503.jpg,0,1,0,0,0,0,0,0
1687312172.6093137.jpg,0,0,0,0,0,0,0,1
1682060060.8729584.jpg,0,1,0,0,0,0,0,0
1687314143.7255478.jpg,0,0,0,0,0,0,1,0
1687314297.5276136.jpg,0,0,0,0,0,0,1,0
1687316377.0069785.jpg,0,0,0,0,0,1,0,0
1687314604.3237028.jpg,1,0,0,0,0,0,0,0
1687314378.608798.jpg,0,1,0,0,0,0,0,0
1687314204.6316302.jpg,0,0,0,0,0,0,1,0
1687312065.4410002.jpg,0,0,0,0,0,0,0,1
1687314168.5293496.jpg,0,0,0,0,0,0,1,0
1687316694.7092426.jpg,0,0,0,0,0,1,0,0
1687314391.1340876.jpg,0,1,0,0,0,0,0,0
1687147379.48434.jpg,0,0,0,1,0,0,0,0
1687314251.1003838.jpg,0,0,0,0,0,0,1,0
1687314575.4299936.jpg,1,0,0,0,0,0,0,0
1682039250.973881.jpg,0,0,0,1,0,0,0,0
1687314386.336373.jpg,0,1,0,0,0,0,0,0
1687316375.654949.jpg,0,0,0,0,0,1,0,0
1682060008.524597.jpg,0,0,0,0,0,0,1,0
1687312028.1017156.jpg,0,0,0,0,0,0,0,1
1687312182.6839182.jpg,0,0,0,0,0,0,0,1
1687314455.4284759.jpg,0,1,0,0,0,0,0,0
1687312181.5292044.jpg,0,0,0,0,0,0,0,1
1687312529.7126894.jpg,0,0,1,0,0,0,0,0
1687313406.135507.jpg,0,0,0,0,1,0,0,0
1682232734.4302173.jpg,0,0,1,1,0,0,0,0
1687312039.985826.jpg,0,0,0,0,0,0,0,1
1687314418.4599192.jpg,0,1,0,0,0,0,0,0
1682577162.8562863.jpg,0,1,0,0,0,0,0,0
1687312634.4992843.jpg,0,0,1,0,1,0,0,0
1681980054.1878004.jpg,1,0,0,0,0,0,0,0
1687314375.2024803.jpg,0,1,0,0,0,0,0,0
1687147447.4964392.jpg,0,0,0,1,0,0,0,0
1687316387.8040493.jpg,0,0,0,0,0,1,0,0
1682060188.44839.jpg,0,0,0,0,0,0,0,1
1682048681.0150006.jpg,0,1,0,0,0,0,0,0
1687312195.2603574.jpg,0,0,0,0,0,0,0,1
1687314585.589432.jpg,1,0,0,0,0,0,0,0
1687314181.7407372.jpg,0,0,0,0,0,0,1,0
1687314578.6229699.jpg,1,0,0,0,0,0,0,0
1687316709.2163253.jpg,0,0,0,0,0,1,0,0
1687147411.4449787.jpg,0,0,0,1,0,0,0,0
1682060709.2204056.jpg,0,1,0,0,0,0,0,0
1687327095.992522.jpg,0,0,0,0,0,1,0,0
1687312052.694152.jpg,0,0,0,0,0,0,0,1
1687314572.7702267.jpg,1,0,0,0,0,0,0,0
1687314380.3990784.jpg,0,1,0,0,0,0,0,0
1687312545.5294402.jpg,0,0,1,0,0,0,0,0
1687312087.2956684.jpg,0,0,0,0,0,0,0,1
1687327082.5947566.jpg,0,0,0,0,0,1,0,0
1687315972.132885.jpg,0,0,0,0,0,1,0,0
1687327091.1185844.jpg,0,0,0,0,0,1,0,0
1687314263.8470752.jpg,0,0,0,0,0,0,1,0
1687314673.3258007.jpg,1,0,0,0,0,0,0,0
1682577032.477322.jpg,0,1,0,0,0,0,0,0
1682048671.1109607.jpg,0,0,0,1,0,0,0,0
1687316388.740021.jpg,0,0,0,0,0,1,0,0
1687312153.7380083.jpg,0,0,0,0,0,0,0,1
1687314651.3616142.jpg,1,0,0,0,0,0,0,0
1687314635.4779549.jpg,1,0,0,0,0,0,0,0
1687147413.643728.jpg,0,0,0,1,0,0,0,0
1682575827.8931863.jpg,0,0,0,0,0,1,0,0
1687312561.4834232.jpg,0,0,1,0,0,0,0,0
1687313646.7508414.jpg,0,0,0,0,1,0,0,0
1682575819.2591867.jpg,1,0,0,0,0,0,0,0
1682064987.7055237.jpg,0,0,1,0,1,0,0,0
1682577163.0578809.jpg,0,1,0,0,0,0,0,0
1682232991.0443869.jpg,1,0,0,0,0,0,0,0
1687327075.6092956.jpg,0,0,0,0,0,1,0,0
1682498153.6504855.jpg,0,0,0,1,0,0,0,0
1687312674.9748106.jpg,0,0,1,0,0,0,0,0
1687314640.5718138.jpg,1,0,0,0,0,0,0,0
1682061589.296326.jpg,0,1,0,0,0,0,0,0
1682060064.6981812.jpg,1,0,0,0,0,0,0,0
1687312624.2560916.jpg,0,0,1,0,0,0,0,0
1687314746.6641188.jpg,1,0,0,0,0,0,0,0
1687314153.2022629.jpg,0,0,0,0,0,0,1,0
1687314296.5903983.jpg,0,0,0,0,0,0,1,0
1687314375.0190463.jpg,0,1,0,0,0,0,0,0
1687314445.165887.jpg,0,1,0,0,0,0,0,0
1682488563.7893236.jpg,0,0,0,0,1,0,0,0
1687316696.8033383.jpg,0,0,0,0,0,1,0,0
1682232374.3118486.jpg,0,0,0,1,1,0,0,0
1687312047.8324726.jpg,0,0,0,0,0,0,0,1
1687147438.2806451.jpg,0,0,0,1,0,0,0,0
1687316715.0535204.jpg,0,0,0,0,0,1,0,0
1687313391.3045576.jpg,0,0,0,0,1,0,0,0
1682040499.5299103.jpg,0,0,0,1,0,0,0,0
1682060069.1065102.jpg,1,0,0,0,0,0,0,0
1687315959.3004405.jpg,0,0,0,0,0,1,0,0
1687314439.7469952.jpg,0,1,0,0,0,0,0,0
1687315990.8115556.jpg,0,0,0,0,0,1,0,0
1687147356.1145787.jpg,0,0,0,1,0,0,0,0
1682577110.1891768.jpg,1,0,0,0,0,0,0,0
1682232906.5411046.jpg,1,0,0,0,0,0,0,0
